humid,45.000000,1738534342
humid,45.000000,1738534360
humid,45.000000,1738534376
humid,45.000000,1738534392
humid,45.000000,1738534408
humid,45.000000,1738534424
humid,45.000000,1738534440
humid,45.000000,1738534457
humid,45.000000,1738534473
humid,45.000000,1738534489
humid,45.000000,1738534505
humid,45.000000,1738534521
humid,45.000000,1738534538
humid,45.000000,1738534554
humid,45.000000,1738534570
humid,45.000000,1738534586
humid,45.000000,1738534602
humid,45.000000,1738534619
humid,45.000000,1738534635
humid,45.000000,1738534651
humid,45.000000,1738534667
humid,45.000000,1738534683
humid,45.000000,1738534700
humid,45.000000,1738534716
humid,45.000000,1738534732
